"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CFAP20",61.2371066741222,0.126815854365663,0.212106270187684,0.525246374192682,0.681801795048378
"LOC101927556",140.005025234577,-0.228320671073179,0.130584563410393,0.0724478250527505,0.170670710240359
"CSNK2A2",114.185119052263,-0.423694772488219,0.17385354171559,0.010043646668001,0.0378899383554153
"CFAP263",22.9496976912983,-0.539762456082445,0.308102476512664,0.0364296954988813,0.101944354440143
"GINS3",13.9201124200466,0.835360126326663,0.432369132531508,0.0100166095749931,0.0378370872175199
"NDRG4",34.388474079508,-0.346732080075975,0.356790869303839,0.206824824689815,0.364113865863605
"SETD6",145.818338845594,-0.345320846983092,0.139379479500564,0.0104558667234618,0.0391085098711583
"CNOT1",902.106517481516,0.0650574738619851,0.130460510452697,0.608155328195321,0.748952618361069
"SNORA46",52.6941594555483,0.0811553141007475,0.425476474079913,0.760161364789212,0.855899850304194
"SNORA50A",50.3186522261864,-0.300360574090983,0.313087083207289,0.24243198265938,0.407001959327362
"SLC38A7",39.3243921071541,0.41376734978279,0.265882316681519,0.0766037341330023,0.178149110457443
"GOT2",155.766505775552,0.0451290718523951,0.207344845993224,0.802706847320171,0.883509881453537
"LOC105371307",8.28016675836738,0.00776408214487577,0.521316492726634,0.974602061313358,0.986533017975772
"LOC105371308",10.0086188387155,-0.105674450165547,0.494589639043047,0.683174296646652,0.803805690833753
"CDH11",507.497463833784,2.05091560121375,0.722075602499201,5.3101850329339e-06,7.51413819976974e-05
"105371314",2.84999001023768,0.643594179755129,0.903733352685989,0.0787875581383995,0.18186259818654
"CDH5",97.5946094474458,0.343670061078749,0.272987718685135,0.141384038564077,0.277149931328468
"LINC00920",8.73698411923088,1.61909173589406,0.703908567686624,0.000599362433168953,0.00391752463863847
"BEAN1",25.181913182919,0.363638483082794,0.380649980206708,0.202828122830328,0.358981675347552
"BEAN1-AS1",2.01187359843661,0.0647650825400387,0.511599023489871,0.89410380478736,0.94091679443065
"TK2",156.784987665712,-0.0902808999452412,0.166978859929303,0.560720353656866,0.711658787197098
"CKLF",76.1838588067465,1.54569661372872,0.483699420436368,2.62988589655926e-05,0.000290978089555022
"CKLF-CMTM1",61.389002261229,1.6015740531549,0.479938859874472,1.57662607350746e-05,0.000189906204343939
"CMTM1",6.58983184375083,0.924691077940537,0.4820337250804,0.00988067430853196,0.0374299566811672
"CMTM2",3.13953038414023,0.398064451283238,0.516685353935353,0.341218789451226,0.515354821431308
"CMTM4",301.660347196421,-0.16233111783056,0.216464364449791,0.413201158231247,0.584050727558622
"CMTM3",125.119325132296,0.939524663047864,0.486091890851637,0.00423002829182479,0.0189473410949631
"DYNC1LI2",710.191453535381,-0.125953960347619,0.103649800478722,0.216430692043466,0.375870179357945
"NAE1",200.318469035919,0.000927947827973601,0.177731404752128,0.99658096424058,0.998659627535222
"PDP2",91.552874873227,-0.320650177150448,0.219749071994888,0.108650590052078,0.229478816458506
"CDH16",1.96208906260913,0.0395815712572753,0.642957760299573,0.953667217285233,0.974555033365105
"RRAD",17.1017507936431,1.67601535890307,0.847701644808323,0.000896405164761578,0.00543527505303634
"CIAO2B",88.0372864594249,0.668654424349378,0.287370454501573,0.00615406515256324,0.0256253949497862
"CES2",389.353743784856,0.385515403905161,0.341769515596933,0.152280873908744,0.291982679094707
"CES3",40.0713308864171,-0.777283390924863,0.644920890072123,0.020252368041899,0.0650489039885987
"CES4A",23.384889783724,-0.248842259930837,0.357427001862254,0.367624029130648,0.541645169109106
"CBFB",349.597356340979,0.637501875860595,0.301408469910232,0.0116440726593547,0.0425526939666729
"PHAF1",58.4511235590861,0.290977649391064,0.180165480436127,0.0884842664649361,0.197306327381266
"B3GNT9",27.069502972036,0.555779304467302,0.352251577385967,0.0451362091742009,0.11996566233843
"TRADD",40.5778872892567,0.430110674251566,0.258293485693533,0.0585467294318646,0.145568031926097
"FBXL8",21.324866350018,-0.305773762133267,0.378320254151384,0.276407076607647,0.445994335067964
"HSF4",54.1299681290127,-0.400606079874316,0.315066080663175,0.118833458537723,0.244821369846072
"NOL3",53.1721154162018,-0.414424503770175,0.301323315165715,0.0974399778247395,0.212129209385855
"MATCAP1",50.5951275501382,0.276984841071366,0.298505123466313,0.268802510362852,0.437460694003002
"EXOC3L1",5.05616551320627,0.781589113630105,0.511851234958974,0.0389886055391426,0.107143731484563
